user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
bin.164	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__	N/A	N/A	N/A	N/A	N/A	GCA_003242275.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__ZC4RG30;s__ZC4RG30 sp003242275	78.47	0.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	10.16	11	0.9163909619258793	N/A
bin.165	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__AR37;s__	N/A	N/A	N/A	N/A	N/A	GCA_003220345.1	95.0	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__AR37;s__AR37 sp003220345	78.83	0.44	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__GWA2-73-35;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	67.42	11	0.8575304985802537	Genome has more than 16.7% of markers with multiple hits
bin.167	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__SCN-69-37;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Vicinamibacterales;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	18.99	11	0.8171293878343313	N/A
bin.168	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000770795.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter_A;s__Lysobacter_A dokdonensis	79.03	0.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	19.17	11	0.9240713742597975	N/A
bin.169	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification fully defined by topology	N/A	N/A	16.55	11	0.7406649766993888	N/A
bin.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__FEN-1219;s__	N/A	N/A	N/A	N/A	N/A	GCA_003155415.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__FEN-1219;s__FEN-1219 sp003155415	84.44	0.6	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA6522;f__UBA6522;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	36.63	11	0.981311580228281	Genome has more than 12.5% of markers with multiple hits
bin.170	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	20.75	11	0.7769443306403744	N/A
bin.172	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__RPRB01;s__	N/A	N/A	N/A	N/A	N/A	GCA_003818285.1	95.0	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__RPRB01;s__RPRB01 sp003818285	83.76	0.69	d__Bacteria;p__Myxococcota;c__Myxococcia;o__Myxococcales;f__Myxococcaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	53.89	11	0.967561495252975	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.175	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	ANI	N/A	GCA_003133345.1, s__Pseudolabrys sp003133345, 95.0, 78.67, 0.34; GCA_003152455.1, s__Pseudolabrys sp003152455, 95.0, 78.44, 0.31; GCA_001464835.1, s__Pseudolabrys sp001464835, 95.0, 77.56, 0.25; GCF_003367395.1, s__Pseudolabrys taiwanensis, 95.0, 77.38, 0.27; GCF_003367195.1, s__Pseudolabrys sp003367195, 95.0, 77.32, 0.22; GCF_001426945.1, s__Pseudolabrys sp001426945, 95.0, 77.29, 0.22; GCF_005153485.1, s__Pseudolabrys sp005153485, 95.0, 77.15, 0.22; GCA_001899285.1, s__Pseudolabrys sp001899285, 95.0, 76.96, 0.19	49.82	11	0.960521846783645	Genome has more than 26.7% of markers with multiple hits
bin.178	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_004193285.1	95.0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__PMG-095;s__PMG-095 sp004193285	75.82	0.1	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	18.75	11	0.8511641237319385	N/A
bin.179	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_004357415.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__N074bin45;s__N074bin45 sp004357415	76.47	0.16	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	40.14	11	0.8102553579153546	Genome has more than 33.3% of markers with multiple hits
bin.18	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UKL13-2;g__GR16-43;s__	N/A	N/A	N/A	N/A	N/A	GCF_001953215.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UKL13-2;g__GR16-43;s__GR16-43 sp001953215	79.83	0.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__UKL13-2;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	38.65	11	0.9109712654596729	N/A
bin.180	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	N/A	N/A	N/A	N/A	N/A	GCF_900102095.1	95.0	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces jietaisiensis	92.5	0.79	d__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000725625.1, s__Streptomyces sp000725625, 95.0, 91.94, 0.77; GCF_000720185.1, s__Streptomyces sp000720185, 95.0, 85.5, 0.58; GCF_001417775.1, s__Streptomyces sp001417775, 95.0, 85.23, 0.56; GCF_001905385.1, s__Streptomyces sp001905385, 95.0, 85.19, 0.61; GCF_001905725.1, s__Streptomyces sp001905725, 95.0, 85.14, 0.63; GCF_001866645.1, s__Streptomyces sp001866645, 95.0, 85.1, 0.56; GCA_000715605.1, s__Streptomyces speibonae, 95.0, 85.01, 0.67; GCA_000719105.1, s__Streptomyces sclerotialus_B, 95.0, 84.87, 0.61; GCF_001484565.1, s__Streptomyces sp001484565, 95.0, 84.85, 0.61; GCF_004124325.1, s__Streptomyces sp004124325, 95.0, 84.82, 0.6; GCF_001298575.1, s__Streptomyces sp001298575, 95.0, 84.79, 0.63; GCF_000411315.1, s__Streptomyces sp000411315, 95.0, 84.76, 0.67; GCF_005280195.1, s__Streptomyces galbus, 95.0, 84.75, 0.68; GCF_006715395.1, s__Streptomyces sp006715395, 95.0, 84.74, 0.61; GCF_002920635.1, s__Streptomyces sp002920635, 95.0, 84.73, 0.61; GCF_000931445.1, s__Streptomyces cyaneogriseus, 96.6, 84.73, 0.63; GCF_000717315.1, s__Streptomyces acidiphilus, 95.4, 84.71, 0.61; GCF_000725475.1, s__Streptomyces durhamensis, 95.0, 84.71, 0.56; GCF_000527195.1, s__Streptomyces sp000527195, 95.0, 84.7, 0.63; GCF_000718945.1, s__Streptomyces sp000718945, 95.0, 84.67, 0.63; GCF_002291145.1, s__Streptomyces sp002291145, 95.0, 84.67, 0.6; GCF_000158955.1, s__Streptomyces viridochromogenes_B, 95.0, 84.66, 0.58; GCF_002005225.1, s__Streptomyces pactum, 95.0, 84.65, 0.63; GCF_001514125.1, s__Streptomyces longwoodensis, 95.0, 84.63, 0.67; GCF_001514055.1, s__Streptomyces corchorusii, 95.0, 84.62, 0.68; GCF_002920535.1, s__Streptomyces sp002920535, 95.0, 84.6, 0.61; GCF_000716535.1, s__Streptomyces flaveolus_A, 95.0, 84.6, 0.65; GCF_004104505.1, s__Streptomyces sp003046555, 95.0, 84.56, 0.65; GCF_003671715.1, s__Streptomyces sp003671715, 95.0, 84.55, 0.68; GCF_001013905.1, s__Streptomyces leeuwenhoekii, 96.6, 84.55, 0.63; GCF_003330845.1, s__Streptomyces sp003330845, 95.0, 84.54, 0.61; GCF_002920615.1, s__Streptomyces sp002920615, 95.0, 84.51, 0.65; GCF_006540305.1, s__Streptomyces sp006540305, 95.0, 84.46, 0.63; GCF_000739045.1, s__Streptomyces luteus, 95.0, 84.44, 0.61; GCF_001509795.1, s__Streptomyces sp001509795, 95.0, 84.42, 0.65; GCF_001279775.1, s__Streptomyces sp001279775, 95.0, 84.41, 0.6; GCF_003208035.1, s__Streptomyces actuosus, 95.0, 84.4, 0.67; GCF_003851625.1, s__Streptomyces sp003851625, 95.0, 84.39, 0.61; GCA_003248315.1, s__Streptomyces sp003248315, 95.0, 84.38, 0.65; GCF_000725125.1, s__Streptomyces toyocaensis, 95.0, 84.37, 0.65; GCF_004364215.1, s__Streptomyces sp004364215, 95.0, 84.37, 0.6; GCF_000720255.1, s__Streptomyces griseus_I, 95.0, 84.36, 0.58; GCF_006782915.1, s__Streptomyces calvus, 95.0, 84.34, 0.68; GCF_000373625.1, s__Streptomyces sp000373625, 95.0, 84.33, 0.6; GCA_000500635.1, s__Streptomyces sp000500635, 95.0, 84.32, 0.65; GCF_002803075.1, s__Streptomyces sp002803075, 95.0, 84.3, 0.61; GCF_003074055.1, s__Streptomyces nigra, 95.0, 84.27, 0.63; GCF_003634225.1, s__Streptomyces sp003634225, 95.0, 84.27, 0.61; GCF_001267885.1, s__Streptomyces ambofaciens, 95.0, 84.25, 0.67; GCF_001514265.1, s__Streptomyces resistomycificus, 95.0, 84.2, 0.61; GCF_002237655.1, s__Streptomyces sp002237655, 95.0, 84.18, 0.67; GCF_000761215.1, s__Streptomyces glaucescens, 95.0, 84.18, 0.6; GCF_000156435.1, s__Streptomyces viridosporus, 95.0, 84.17, 0.65; GCF_001514305.1, s__Streptomyces sp001514305, 95.0, 84.16, 0.61; GCF_000415505.1, s__Streptomyces afghaniensis, 95.0, 84.16, 0.6; GCF_006539505.1, s__Streptomyces spinoverrucosus, 95.0, 84.15, 0.6; GCF_003261055.1, s__Streptomyces sp003261055, 95.0, 84.13, 0.6; GCF_001905845.1, s__Streptomyces sp001905845, 95.0, 84.1, 0.63; GCF_002150735.1, s__Streptomyces africanus, 95.0, 84.08, 0.61; GCF_000383935.1, s__Streptomyces sp000383935, 95.0, 84.08, 0.67; GCF_002155895.1, s__Streptomyces rochei, 95.0, 84.07, 0.61; GCF_004343515.1, s__Streptomyces sp004343515, 95.0, 84.06, 0.61; GCF_002148965.1, s__Streptomyces swartbergensis, 95.0, 84.01, 0.6; GCF_001513965.1, s__Streptomyces cellostaticus, 95.0, 84.0, 0.63; GCF_003675325.1, s__Streptomyces sp003675325, 95.0, 83.98, 0.65; GCF_900091315.1, s__Streptomyces sp900091315, 95.0, 83.95, 0.61; GCF_900236475.1, s__Streptomyces chartreusis, 95.0, 83.95, 0.63; GCF_004028635.1, s__Streptomyces cyaneus, 95.0, 83.95, 0.6; GCF_001270025.1, s__Streptomyces azureus, 95.0, 83.95, 0.65; GCF_001514235.1, s__Streptomyces caeruleatus, 95.0, 83.89, 0.65; GCF_004187715.1, s__Streptomyces sp004187715, 95.0, 83.87, 0.56; GCF_000720805.1, s__Streptomyces violaceoruber_B, 96.83, 83.84, 0.63; GCF_001513975.1, s__Streptomyces curacoi, 95.0, 83.83, 0.61; GCF_002154505.1, s__Streptomyces carpinensis, 95.0, 83.8, 0.63; GCF_003665435.1, s__Streptomyces fungicidicus_A, 95.0, 83.79, 0.72; GCF_003688995.1, s__Streptomyces shenzhenensis, 95.0, 83.79, 0.65; GCF_000717875.1, s__Streptomyces sp000717875, 95.0, 83.79, 0.67; GCF_002154465.1, s__Streptomyces vinaceus_A, 95.4, 83.76, 0.63; GCF_000719285.1, s__Streptomyces bicolor, 95.0, 83.76, 0.6; GCF_004346005.1, s__Streptomyces sp004346005, 95.0, 83.68, 0.65; GCF_001542625.1, s__Streptomyces griseochromogenes, 95.0, 83.68, 0.63; GCA_000696115.1, s__Streptomyces olindensis, 95.0, 83.68, 0.65; GCF_006715785.1, s__Streptomyces puniciscabiei, 95.0, 83.64, 0.63; GCF_003963535.1, s__Streptomyces sp003963535, 95.0, 83.63, 0.67; GCF_001636945.1, s__Streptomyces sp001636945, 95.0, 83.58, 0.63; GCF_000721105.1, s__Streptomyces cellulosae, 96.83, 83.54, 0.65; GCF_002128465.1, s__Streptomyces pharetrae, 95.0, 83.48, 0.67; GCF_001280015.1, s__Streptomyces sp001280015, 95.0, 83.48, 0.67; GCF_003384795.1, s__Streptomyces sp003384795, 95.0, 83.39, 0.65; GCA_002214185.1, s__Streptomyces capitiformicae, 95.0, 83.27, 0.6; GCF_002155905.1, s__Streptomyces tricolor, 95.0, 83.22, 0.65; GCF_000317595.1, s__Streptomyces ipomoeae, 95.0, 82.95, 0.58; GCF_001418645.1, s__Streptomyces neyagawaensis, 95.42, 82.92, 0.56; GCF_000802245.2, s__Streptomyces pluripotens, 95.0, 82.74, 0.58; GCF_900290235.1, s__Streptomyces sp900290235, 95.67, 82.68, 0.65; GCF_004368645.1, s__Streptomyces sp004368645, 95.0, 82.64, 0.65; GCF_004023625.1, s__Streptomyces sp004023625, 95.0, 82.55, 0.61; GCF_001419765.1, s__Streptomyces torulosus, 95.67, 82.39, 0.61; GCF_001418475.1, s__Streptomyces ossamyceticus, 95.66, 82.34, 0.61	16.73	11	0.9964580694508196	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
bin.183	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;s__	ANI	N/A	GCF_001458775.1, s__Nitrospira nitrificans, 95.0, 80.73, 0.35; GCA_005116965.1, s__Nitrospira sp005116965, 95.0, 80.5, 0.32; GCA_001464735.1, s__Nitrospira sp001464735, 95.0, 80.37, 0.3; GCA_002869845.2, s__Nitrospira sp002869845, 95.0, 80.27, 0.3; GCA_005116895.1, s__Nitrospira sp005116895, 95.0, 80.21, 0.32; GCA_005116955.1, s__Nitrospira sp005116955, 95.0, 80.09, 0.31; GCA_005116745.1, s__Nitrospira sp005116745, 95.0, 80.04, 0.32; GCA_002083365.1, s__Nitrospira sp002083365, 95.0, 79.69, 0.35; GCA_002331625.1, s__Nitrospira sp002331625, 95.0, 77.59, 0.2; GCA_002254365.1, s__Nitrospira sp002254365, 95.0, 77.41, 0.14; GCA_002083565.1, s__Nitrospira sp002083565, 95.0, 77.12, 0.1; GCA_005793285.1, s__Nitrospira sp005793285, 95.0, 77.12, 0.06; GCA_002451055.1, s__Nitrospira sp002451055, 95.0, 77.05, 0.08; GCA_005239465.1, s__Nitrospira sp005239465, 95.0, 76.76, 0.15; GCA_002331335.1, s__Nitrospira sp002331335, 95.0, 76.76, 0.14; GCF_001273775.1, s__Nitrospira moscoviensis, 95.0, 76.67, 0.15; GCF_001458735.1, s__Nitrospira nitrosa, 95.0, 76.62, 0.14; GCF_001458695.1, s__Nitrospira inopinata, 95.0, 76.57, 0.08; GCF_900078515.1, s__Nitrospira sp900078515, 95.0, 76.5, 0.13; GCF_900078535.2, s__Nitrospira sp900078535, 95.0, 76.23, 0.1; GCA_002420115.1, s__Nitrospira sp002420115, 95.0, 76.23, 0.16	30.95	11	0.9414844492666422	Genome has more than 10.8% of markers with multiple hits
bin.184	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__	N/A	N/A	N/A	N/A	N/A	GCF_004216615.1	95.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__Variovorax sp004216615	89.68	0.55	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Variovorax;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000282635.1, s__Variovorax sp000282635, 95.0, 97.46, 0.6; GCF_001425205.1, s__Variovorax sp001425205, 95.0, 93.11, 0.57; GCF_900106655.1, s__Variovorax sp900106655, 95.0, 89.42, 0.57; GCF_003952185.1, s__Variovorax sp003952185, 95.0, 88.5, 0.57; GCF_003965815.1, s__Variovorax gossypii, 95.0, 88.1, 0.48; GCF_003952165.1, s__Variovorax guangxiensis, 95.0, 88.08, 0.58; GCF_900112425.1, s__Variovorax sp900112425, 95.0, 87.86, 0.58; GCF_000382045.1, s__Variovorax paradoxus_A, 95.0, 87.64, 0.58; GCF_003019815.1, s__Variovorax sp003019815, 95.0, 87.5, 0.55; GCA_001899795.1, s__Variovorax sp001899795, 95.0, 87.43, 0.55; GCF_900100965.1, s__Variovorax sp900100965, 95.0, 87.39, 0.53; GCF_003053685.1, s__Variovorax sp003053685, 95.0, 87.38, 0.56; GCF_003852515.1, s__Variovorax sp003852515, 95.0, 86.97, 0.51; GCF_003096925.1, s__Variovorax sp003096925, 95.0, 86.93, 0.57; GCF_001591345.1, s__Variovorax boronicumulans, 95.0, 86.76, 0.5; GCF_000184745.1, s__Variovorax paradoxus_C, 95.0, 86.67, 0.53; GCF_900115685.1, s__Variovorax sp900115685, 95.0, 86.66, 0.54; GCF_001426505.1, s__Variovorax sp001426505, 95.0, 86.54, 0.52; GCF_001591365.1, s__Variovorax paradoxus, 95.0, 86.49, 0.55; GCF_002754375.1, s__Variovorax sp002754375, 95.0, 86.47, 0.52; GCF_000834655.1, s__Variovorax paradoxus_F, 95.0, 86.45, 0.53; GCF_003951285.1, s__Variovorax sp003951285, 95.0, 86.06, 0.54; GCF_000463015.1, s__Variovorax paradoxus_E, 95.0, 86.02, 0.55; GCF_900099805.1, s__Variovorax sp900099805, 95.0, 85.4, 0.52; GCF_003984625.1, s__Variovorax sp003984625, 95.0, 85.36, 0.53; GCF_001424835.1, s__Variovorax sp001424835, 95.0, 85.23, 0.51; GCF_900115375.1, s__Variovorax sp900115375, 95.0, 85.06, 0.56; GCF_900101545.1, s__Variovorax sp900101545, 95.0, 83.36, 0.48; GCF_003014875.1, s__Variovorax sp003014875, 95.0, 83.35, 0.49; GCF_003984645.1, s__Variovorax sp003984645, 95.0, 83.0, 0.48; GCF_002157355.1, s__Variovorax sp002157355, 95.0, 82.6, 0.46; GCF_001541225.1, s__Variovorax sp001541225, 95.0, 82.33, 0.42; GCF_900090195.1, s__Variovorax sp900090195, 95.0, 82.26, 0.44; GCF_001984055.1, s__Variovorax sp001984055, 95.0, 82.21, 0.44; GCF_004217005.1, s__Variovorax sp004217005, 95.0, 82.0, 0.45; GCF_001577265.1, s__Variovorax sp001577265, 95.0, 81.99, 0.5; GCF_900107745.1, s__Variovorax sp900107745, 95.0, 81.93, 0.43; GCF_006438845.1, s__Variovorax ginsengisoli, 95.0, 81.89, 0.49; GCA_004210915.1, s__Variovorax sp004210915, 95.0, 81.87, 0.54; GCA_004211245.1, s__Variovorax sp004211245, 95.0, 81.87, 0.56; GCF_001591385.1, s__Variovorax soli, 95.0, 81.81, 0.48; GCF_900114785.1, s__Variovorax sp900114785, 95.0, 81.64, 0.45; GCF_004340105.1, s__Variovorax sp004340105, 95.0, 81.25, 0.43; GCF_000620225.1, s__Variovorax sp000620225, 95.0, 80.8, 0.38	10.83	11	0.9927095615079411	Genome has more than 79.2% of markers with multiple hits
bin.185	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003246755.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__SZUA-320 sp003246755	76.1	0.07	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	49.42	11	0.8207660826992549	Genome has more than 30.8% of markers with multiple hits
bin.186	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	16.01	11	0.8835255372969739	N/A
bin.187	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__	N/A	N/A	N/A	N/A	N/A	GCA_003223455.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG11;s__AG11 sp003223455	81.05	0.6	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	37.98	11	0.9544954900644287	N/A
bin.188	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222385.1	95.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__Gp7-AA6;g__Gp7-AA6;s__Gp7-AA6 sp003222385	76.78	0.17	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5066;f__;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	51.11	11	0.7816450326217592	N/A
bin.189	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__	N/A	N/A	N/A	N/A	N/A	GCA_003222065.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__AG2;s__AG2 sp003222065	76.33	0.16	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__Gemmatimonadaceae;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	52.5	11	0.8751178126011644	Genome has more than 25.8% of markers with multiple hits
bin.19	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SM23-28-2;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	74.98	11	0.6665374625971212	N/A
bin.190	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	11.63	11	0.4117378321144266	N/A
bin.191	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003246755.1	95.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__SZUA-320;s__SZUA-320 sp003246755	75.97	0.05	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__;s__	taxonomic classification defined by topology and ANI	N/A	N/A	65.24	11	0.8169994687139924	N/A
